resource_type,key,plural_variable,plural_category,comment,english_value,locale,current_value,status,reviewer_notes
strings,display.writingStage.source,,,,Source Note,en,Source Note,english-source,
strings,display.writingStage.source,,,,Source Note,ar,ملاحظة المصدر,draft-translation,
strings,display.writingStage.source,,,,Source Note,nl,Bronnotitie,draft-translation,
strings,display.writingStage.source,,,,Source Note,fr,Note source,draft-translation,
strings,display.writingStage.source,,,,Source Note,de,Quellennotiz,draft-translation,
strings,display.writingStage.source,,,,Source Note,it,Nota origine,draft-translation,
strings,display.writingStage.source,,,,Source Note,ja,ソースメモ,draft-translation,
strings,display.writingStage.source,,,,Source Note,ko,출처 메모,draft-translation,
strings,display.writingStage.source,,,,Source Note,nb,Kildenotat,draft-translation,
strings,display.writingStage.source,,,,Source Note,pt,Nota de origem,draft-translation,
strings,display.writingStage.source,,,,Source Note,pt-BR,Nota fonte,draft-translation,
strings,display.writingStage.source,,,,Source Note,ru,Заметка источника,draft-translation,
strings,display.writingStage.source,,,,Source Note,es,Nota de origen,draft-translation,
strings,display.writingStage.source,,,,Source Note,sv,Källanteckning,draft-translation,
strings,display.writingStage.source,,,,Source Note,zh-Hans,来源笔记,draft-translation,
strings,display.writingStage.source,,,,Source Note,zh-Hant,來源備忘錄,draft-translation,
strings,display.writingStage.source,,,,Source Note,tr,Kaynak notu,draft-translation,
strings,display.writingStage.source,,,,Source Note,uk,Нотатка джерела,draft-translation,
strings,display.writingStage.source,,,,Source Note,vi,Ghi chú nguồn,draft-translation,
strings,home.protocol.run.progress.completed,,,,%1$d/%2$d completed,en,%1$d/%2$d completed,english-source,
strings,home.protocol.run.progress.completed,,,,%1$d/%2$d completed,ar,%1$d/%2$d مكتمل,draft-translation,
strings,home.protocol.run.progress.completed,,,,%1$d/%2$d completed,nl,%1$d/%2$d voltooid,draft-translation,
strings,home.protocol.run.progress.completed,,,,%1$d/%2$d completed,fr,%1$d/%2$d terminés,draft-translation,
strings,home.protocol.run.progress.completed,,,,%1$d/%2$d completed,de,%1$d/%2$d abgeschlossen,draft-translation,
strings,home.protocol.run.progress.completed,,,,%1$d/%2$d completed,it,%1$d/%2$d completati,draft-translation,
strings,home.protocol.run.progress.completed,,,,%1$d/%2$d completed,ja,%1$d/%2$d 完了,draft-translation,
strings,home.protocol.run.progress.completed,,,,%1$d/%2$d completed,ko,%1$d/%2$d 완료,draft-translation,
strings,home.protocol.run.progress.completed,,,,%1$d/%2$d completed,nb,%1$d/%2$d fullført,draft-translation,
strings,home.protocol.run.progress.completed,,,,%1$d/%2$d completed,pt,%1$d/%2$d concluídos,draft-translation,
strings,home.protocol.run.progress.completed,,,,%1$d/%2$d completed,pt-BR,%1$d/%2$d concluídos,draft-translation,
strings,home.protocol.run.progress.completed,,,,%1$d/%2$d completed,ru,%1$d/%2$d выполнено,draft-translation,
strings,home.protocol.run.progress.completed,,,,%1$d/%2$d completed,es,%1$d/%2$d completados,draft-translation,
strings,home.protocol.run.progress.completed,,,,%1$d/%2$d completed,sv,%1$d/%2$d slutförda,draft-translation,
strings,home.protocol.run.progress.completed,,,,%1$d/%2$d completed,zh-Hans,%1$d/%2$d 已完成,draft-translation,
strings,home.protocol.run.progress.completed,,,,%1$d/%2$d completed,zh-Hant,%1$d/%2$d 已完成,draft-translation,
strings,home.protocol.run.progress.completed,,,,%1$d/%2$d completed,tr,%1$d/%2$d tamamlandı,draft-translation,
strings,home.protocol.run.progress.completed,,,,%1$d/%2$d completed,uk,%1$d/%2$d виконано,draft-translation,
strings,home.protocol.run.progress.completed,,,,%1$d/%2$d completed,vi,%1$d/%2$d đã hoàn thành,draft-translation,
strings,home.protocol.run.progress.summary,,,,%1$d of %2$d,en,%1$d of %2$d,english-source,
strings,home.protocol.run.progress.summary,,,,%1$d of %2$d,ar,%1$d من %2$d,draft-translation,
strings,home.protocol.run.progress.summary,,,,%1$d of %2$d,nl,%1$d van %2$d,draft-translation,
strings,home.protocol.run.progress.summary,,,,%1$d of %2$d,fr,%1$d sur %2$d,draft-translation,
strings,home.protocol.run.progress.summary,,,,%1$d of %2$d,de,%1$d von %2$d,draft-translation,
strings,home.protocol.run.progress.summary,,,,%1$d of %2$d,it,%1$d di %2$d,draft-translation,
strings,home.protocol.run.progress.summary,,,,%1$d of %2$d,ja,%1$d / %2$d,draft-translation,
strings,home.protocol.run.progress.summary,,,,%1$d of %2$d,ko,%1$d / %2$d,draft-translation,
strings,home.protocol.run.progress.summary,,,,%1$d of %2$d,nb,%1$d av %2$d,draft-translation,
strings,home.protocol.run.progress.summary,,,,%1$d of %2$d,pt,%1$d de %2$d,draft-translation,
strings,home.protocol.run.progress.summary,,,,%1$d of %2$d,pt-BR,%1$d de %2$d,draft-translation,
strings,home.protocol.run.progress.summary,,,,%1$d of %2$d,ru,%1$d из %2$d,draft-translation,
strings,home.protocol.run.progress.summary,,,,%1$d of %2$d,es,%1$d de %2$d,draft-translation,
strings,home.protocol.run.progress.summary,,,,%1$d of %2$d,sv,%1$d av %2$d,draft-translation,
strings,home.protocol.run.progress.summary,,,,%1$d of %2$d,zh-Hans,%1$d / %2$d,draft-translation,
strings,home.protocol.run.progress.summary,,,,%1$d of %2$d,zh-Hant,%1$d / %2$d,draft-translation,
strings,home.protocol.run.progress.summary,,,,%1$d of %2$d,tr,%1$d / %2$d,draft-translation,
strings,home.protocol.run.progress.summary,,,,%1$d of %2$d,uk,%1$d з %2$d,draft-translation,
strings,home.protocol.run.progress.summary,,,,%1$d of %2$d,vi,%1$d trên %2$d,draft-translation,
strings,home.protocol.schedule.custom,,,,Scheduled for %@,en,Scheduled for %@,english-source,
strings,home.protocol.schedule.custom,,,,Scheduled for %@,ar,مجدول لـ %@,draft-translation,
strings,home.protocol.schedule.custom,,,,Scheduled for %@,nl,Gepland voor %@,draft-translation,
strings,home.protocol.schedule.custom,,,,Scheduled for %@,fr,Planifié pour %@,draft-translation,
strings,home.protocol.schedule.custom,,,,Scheduled for %@,de,Geplant für %@,draft-translation,
strings,home.protocol.schedule.custom,,,,Scheduled for %@,it,Programmato per %@,draft-translation,
strings,home.protocol.schedule.custom,,,,Scheduled for %@,ja,%@に予定,draft-translation,
strings,home.protocol.schedule.custom,,,,Scheduled for %@,ko,%@로 예정,draft-translation,
strings,home.protocol.schedule.custom,,,,Scheduled for %@,nb,Planlagt for %@,draft-translation,
strings,home.protocol.schedule.custom,,,,Scheduled for %@,pt,Agendado para %@,draft-translation,
strings,home.protocol.schedule.custom,,,,Scheduled for %@,pt-BR,Agendado para %@,draft-translation,
strings,home.protocol.schedule.custom,,,,Scheduled for %@,ru,Запланировано на %@,draft-translation,
strings,home.protocol.schedule.custom,,,,Scheduled for %@,es,Programado para %@,draft-translation,
strings,home.protocol.schedule.custom,,,,Scheduled for %@,sv,Schemalagt för %@,draft-translation,
strings,home.protocol.schedule.custom,,,,Scheduled for %@,zh-Hans,已排程于 %@,draft-translation,
strings,home.protocol.schedule.custom,,,,Scheduled for %@,zh-Hant,已排程於 %@,draft-translation,
strings,home.protocol.schedule.custom,,,,Scheduled for %@,tr,%@ için planlandı,draft-translation,
strings,home.protocol.schedule.custom,,,,Scheduled for %@,uk,Заплановано на %@,draft-translation,
strings,home.protocol.schedule.custom,,,,Scheduled for %@,vi,Đã lên lịch cho %@,draft-translation,
strings,home.protocol.schedule.custom.passed,,,,Window passed - %@,en,Window passed - %@,english-source,
strings,home.protocol.schedule.custom.passed,,,,Window passed - %@,ar,انتهت النافذة - %@,draft-translation,
strings,home.protocol.schedule.custom.passed,,,,Window passed - %@,nl,Venster verstreken - %@,draft-translation,
strings,home.protocol.schedule.custom.passed,,,,Window passed - %@,fr,Fenêtre passée - %@,draft-translation,
strings,home.protocol.schedule.custom.passed,,,,Window passed - %@,de,Fenster verstrichen - %@,draft-translation,
strings,home.protocol.schedule.custom.passed,,,,Window passed - %@,it,Finestra passata - %@,draft-translation,
strings,home.protocol.schedule.custom.passed,,,,Window passed - %@,ja,時間帯終了 - %@,draft-translation,
strings,home.protocol.schedule.custom.passed,,,,Window passed - %@,ko,시간대 종료 - %@,draft-translation,
strings,home.protocol.schedule.custom.passed,,,,Window passed - %@,nb,Vindu passert - %@,draft-translation,
strings,home.protocol.schedule.custom.passed,,,,Window passed - %@,pt,Janela passou - %@,draft-translation,
strings,home.protocol.schedule.custom.passed,,,,Window passed - %@,pt-BR,Janela passou - %@,draft-translation,
strings,home.protocol.schedule.custom.passed,,,,Window passed - %@,ru,Окно прошло - %@,draft-translation,
strings,home.protocol.schedule.custom.passed,,,,Window passed - %@,es,Ventana pasada - %@,draft-translation,
strings,home.protocol.schedule.custom.passed,,,,Window passed - %@,sv,Fönster passerat - %@,draft-translation,
strings,home.protocol.schedule.custom.passed,,,,Window passed - %@,zh-Hans,窗口已过 - %@,draft-translation,
strings,home.protocol.schedule.custom.passed,,,,Window passed - %@,zh-Hant,窗口已過 - %@,draft-translation,
strings,home.protocol.schedule.custom.passed,,,,Window passed - %@,tr,Pencere geçti - %@,draft-translation,
strings,home.protocol.schedule.custom.passed,,,,Window passed - %@,uk,Вікно минуло - %@,draft-translation,
strings,home.protocol.schedule.custom.passed,,,,Window passed - %@,vi,Khung đã qua - %@,draft-translation,
strings,home.protocol.schedule.help.anytime,,,,Anytime. Scheduling only labels the protocol template and never ends an active run automatically.,en,Anytime. Scheduling only labels the protocol template and never ends an active run automatically.,english-source,
strings,home.protocol.schedule.help.anytime,,,,Anytime. Scheduling only labels the protocol template and never ends an active run automatically.,ar,في أي وقت. الجدولة تصنف قالب البروتوكول فقط ولا تنهي تشغيلاً نشطاً تلقائياً.,draft-translation,
strings,home.protocol.schedule.help.anytime,,,,Anytime. Scheduling only labels the protocol template and never ends an active run automatically.,nl,Op elk moment. Planning labelt alleen het protocolsjabloon en eindigt nooit automatisch een actieve uitvoering.,draft-translation,
strings,home.protocol.schedule.help.anytime,,,,Anytime. Scheduling only labels the protocol template and never ends an active run automatically.,fr,N'importe quand. La planification ne fait qu'étiqueter le modèle de protocole et ne termine jamais automatiquement une exécution active.,draft-translation,
strings,home.protocol.schedule.help.anytime,,,,Anytime. Scheduling only labels the protocol template and never ends an active run automatically.,de,Jederzeit. Die Zeitplanung beschriftet nur die Protokollvorlage und beendet niemals automatisch einen aktiven Durchlauf.,draft-translation,
strings,home.protocol.schedule.help.anytime,,,,Anytime. Scheduling only labels the protocol template and never ends an active run automatically.,it,In qualsiasi momento. La pianificazione etichetta solo il modello di protocollo e non termina mai automaticamente un'esecuzione attiva.,draft-translation,
strings,home.protocol.schedule.help.anytime,,,,Anytime. Scheduling only labels the protocol template and never ends an active run automatically.,ja,いつでも。スケジューリングはプロトコルテンプレートにラベルを付けるのみで、アクティブな実行を自動的に終了することはありません。,draft-translation,
strings,home.protocol.schedule.help.anytime,,,,Anytime. Scheduling only labels the protocol template and never ends an active run automatically.,ko,"언제든지. 일정은 프로토콜 템플릿에 라벨만 붙이며, 실행 중인 작업을 자동으로 종료하지 않습니다.",draft-translation,
strings,home.protocol.schedule.help.anytime,,,,Anytime. Scheduling only labels the protocol template and never ends an active run automatically.,nb,Når som helst. Planlegging merker bare protokollmalen og avslutter aldri automatisk en aktiv kjøring.,draft-translation,
strings,home.protocol.schedule.help.anytime,,,,Anytime. Scheduling only labels the protocol template and never ends an active run automatically.,pt,A qualquer momento. O agendamento apenas etiqueta o modelo de protocolo e nunca termina automaticamente uma execução ativa.,draft-translation,
strings,home.protocol.schedule.help.anytime,,,,Anytime. Scheduling only labels the protocol template and never ends an active run automatically.,pt-BR,A qualquer momento. A programação apenas rotula o modelo de protocolo e nunca encerra automaticamente uma execução ativa.,draft-translation,
strings,home.protocol.schedule.help.anytime,,,,Anytime. Scheduling only labels the protocol template and never ends an active run automatically.,ru,В любое время. Планирование только помечает шаблон протокола и никогда автоматически не завершает активный запуск.,draft-translation,
